Number of Variables;5;
Variables:;
0;;this;
1;;w;
2;;this._inputPtr;
3;;this._inputBuffer;
4;;count;

Number of Block duas;7;
Line Duas for method; releaseBuffered;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;100;;105;0;this;
2;100;;106;0;this;
3;100;;106;1;w;
4;100;;105;4;this._inputPtr;
5;100;;106;6;this._inputBuffer;
6;100;101;102;2;count;
7;100;101;105;2;count;
8;100;;106;2;count;
9;100;;107;2;count;

Block Duas for method; releaseBuffered;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;;1;0;this;
;100;;105;0;this;
;100;;106;0;this;
2;0;;1;1;w;
;100;;106;1;w;
3;0;;1;2;this._inputPtr;
;100;;105;4;this._inputPtr;
4;0;;1;3;this._inputBuffer;
;100;;106;6;this._inputBuffer;
5;0;0;2;4;count;
;100;101;102;2;count;
6;0;0;1;4;count;
;100;101;105;2;count;
7;0;;1;4;count;
;100;;106;2;count;
;100;;107;2;count;
