Number of Variables;5;
Variables:;
0;;x;
1;;coef;
2;;N;
3;;ans;
4;;i;

Number of Block duas;14;
Line Duas for method; p1evl;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;484;;487;0;x;
2;484;;487;1;coef;
3;484;486;487;2;N;
4;484;486;490;2;N;
5;484;;490;3;ans;
6;484;;487;3;ans;
7;486;486;487;4;i;
8;486;486;490;4;i;
9;486;;487;4;i;
10;486;;486;4;i;
11;487;;490;3;ans;
12;487;;487;3;ans;
13;486;486;487;4;i;
14;486;486;490;4;i;
15;486;;487;4;i;
16;486;;486;4;i;

Block Duas for method; p1evl;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;;3;0;x;
;484;;487;0;x;
2;0;;3;1;coef;
;484;;487;1;coef;
3;0;1;3;2;N;
;484;486;487;2;N;
4;0;1;2;2;N;
;484;486;490;2;N;
5;0;;2;3;ans;
;484;;490;3;ans;
6;0;;3;3;ans;
;484;;487;3;ans;
7;0;1;3;4;i;
;486;486;487;4;i;
8;0;1;2;4;i;
;486;486;490;4;i;
9;0;;3;4;i;
;486;;487;4;i;
;486;;486;4;i;
10;3;;2;3;ans;
;487;;490;3;ans;
11;3;;3;3;ans;
;487;;487;3;ans;
12;3;1;3;4;i;
;486;486;487;4;i;
13;3;1;2;4;i;
;486;486;490;4;i;
14;3;;3;4;i;
;486;;487;4;i;
;486;;486;4;i;
