Number of Variables;4;
Variables:;
0;;this;
1;;plot;
2;;this.dataset;
3;;state;

Number of Block duas;8;
Line Duas for method; initialise;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;2408;2410;2411;0;this;
2;2408;2410;2414;0;this;
3;2408;;2414;3;plot;
4;2408;;2411;3;plot;
5;2408;2410;2411;7;this.dataset;
6;2408;2410;2414;7;this.dataset;
7;2408;;2414;6;state;
8;2408;;2415;6;state;
9;2408;;2411;6;state;

Block Duas for method; initialise;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;0;2;0;this;
;2408;2410;2411;0;this;
2;0;0;1;0;this;
;2408;2410;2414;0;this;
3;0;;1;1;plot;
;2408;;2414;3;plot;
4;0;;2;1;plot;
;2408;;2411;3;plot;
5;0;0;2;2;this.dataset;
;2408;2410;2411;7;this.dataset;
6;0;0;1;2;this.dataset;
;2408;2410;2414;7;this.dataset;
7;0;;1;3;state;
;2408;;2414;6;state;
;2408;;2415;6;state;
8;0;;2;3;state;
;2408;;2411;6;state;
