Number of Variables;2;
Variables:;
0;;this;
1;;distributor;

Number of Block duas;4;
Line Duas for method; setLabelDistributor;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;2152;;2155;0;this;
2;2152;;2156;0;this;
3;2152;2152;2153;1;distributor;
4;2152;2152;2155;1;distributor;
5;2152;;2155;1;distributor;

Block Duas for method; setLabelDistributor;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;;1;0;this;
;2152;;2155;0;this;
;2152;;2156;0;this;
2;0;0;2;1;distributor;
;2152;2152;2153;1;distributor;
3;0;0;1;1;distributor;
;2152;2152;2155;1;distributor;
4;0;;1;1;distributor;
;2152;;2155;1;distributor;
