Number of Variables;6;
Variables:;
0;;this;
1;;this.dataset;
2;;this.explodePercentages;
3;;result;
4;;iterator;
5;;explode;

Number of Block duas;18;
Line Duas for method; getMaximumExplodePercent;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;1649;1649;1650;0;this;
2;1649;1649;1652;0;this;
3;1649;;1653;0;this;
4;1649;;1656;0;this;
5;1649;1649;1650;1;this.dataset;
6;1649;1649;1652;1;this.dataset;
7;1649;;1653;1;this.dataset;
8;1649;;1656;6;this.explodePercentages;
9;1652;;1661;2;result;
10;1652;;1658;2;result;
11;1653;1654;1655;3;iterator;
12;1653;1654;1661;3;iterator;
13;1653;;1655;3;iterator;
14;1656;1657;1658;5;explode;
15;1656;1657;1660;5;explode;
16;1656;;1658;5;explode;
17;1658;;1661;2;result;
18;1658;;1658;2;result;

Block Duas for method; getMaximumExplodePercent;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;0;7;0;this;
;1649;1649;1650;0;this;
2;0;0;1;0;this;
;1649;1649;1652;0;this;
3;0;;1;0;this;
;1649;;1653;0;this;
4;0;;4;0;this;
;1649;;1656;0;this;
5;0;0;7;1;this.dataset;
;1649;1649;1650;1;this.dataset;
6;0;0;1;1;this.dataset;
;1649;1649;1652;1;this.dataset;
7;0;;1;1;this.dataset;
;1649;;1653;1;this.dataset;
8;0;;4;2;this.explodePercentages;
;1649;;1656;6;this.explodePercentages;
9;1;;3;3;result;
;1652;;1661;2;result;
10;1;;6;3;result;
;1652;;1658;2;result;
11;1;2;4;4;iterator;
;1653;1654;1655;3;iterator;
12;1;2;3;4;iterator;
;1653;1654;1661;3;iterator;
13;1;;4;4;iterator;
;1653;;1655;3;iterator;
14;4;4;6;5;explode;
;1656;1657;1658;5;explode;
15;4;4;5;5;explode;
;1656;1657;1660;5;explode;
16;4;;6;5;explode;
;1656;;1658;5;explode;
17;6;;3;3;result;
;1658;;1661;2;result;
18;6;;6;3;result;
;1658;;1658;2;result;
