Number of Variables;5;
Variables:;
0;;this;
1;;x;
2;;this.shape;
3;;this.scale;
4;;ret;

Number of Block duas;8;
Line Duas for method; cumulativeProbability;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;276;;279;0;this;
2;276;276;277;1;x;
3;276;276;279;1;x;
4;276;;279;1;x;
5;276;;279;3;this.shape;
6;276;;279;4;this.scale;
7;277;;282;2;ret;
8;279;;282;2;ret;

Block Duas for method; cumulativeProbability;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;;1;0;this;
;276;;279;0;this;
2;0;0;3;1;x;
;276;276;277;1;x;
3;0;0;1;1;x;
;276;276;279;1;x;
4;0;;1;1;x;
;276;;279;1;x;
5;0;;1;2;this.shape;
;276;;279;3;this.shape;
6;0;;1;3;this.scale;
;276;;279;4;this.scale;
7;3;;2;4;ret;
;277;;282;2;ret;
8;1;;2;4;ret;
;279;;282;2;ret;
