Number of Variables;2;
Variables:;
0;;acc;
1;;ch;

Number of Block duas;12;
Line Duas for method; skipSpace;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;368;372;373;0;acc;
2;368;372;375;0;acc;
3;368;;375;0;acc;
4;368;369;369;2;ch;
5;368;369;372;2;ch;
6;368;369;369;2;ch;
7;368;369;372;2;ch;
8;368;369;369;2;ch;
9;368;369;372;2;ch;
10;368;369;370;2;ch;
11;368;369;372;2;ch;
12;368;;370;2;ch;

Block Duas for method; skipSpace;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;1;3;0;acc;
;368;372;373;0;acc;
2;0;1;2;0;acc;
;368;372;375;0;acc;
3;0;;2;0;acc;
;368;;375;0;acc;
4;0;0;4;1;ch;
;368;369;369;2;ch;
5;0;0;1;1;ch;
;368;369;372;2;ch;
6;0;4;5;1;ch;
;368;369;369;2;ch;
7;0;4;1;1;ch;
;368;369;372;2;ch;
8;0;5;6;1;ch;
;368;369;369;2;ch;
9;0;5;1;1;ch;
;368;369;372;2;ch;
10;0;6;7;1;ch;
;368;369;370;2;ch;
11;0;6;1;1;ch;
;368;369;372;2;ch;
12;0;;7;1;ch;
;368;;370;2;ch;
