Number of Variables;2;
Variables:;
0;;this;
1;;this._hasSegments;

Number of Block duas;6;
Line Duas for method; resetWithString;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;215;222;223;0;this;
2;215;222;225;0;this;
3;215;;225;0;this;
4;215;;223;0;this;
5;215;222;223;7;this._hasSegments;
6;215;222;225;7;this._hasSegments;

Block Duas for method; resetWithString;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;0;2;0;this;
;215;222;223;0;this;
2;0;0;1;0;this;
;215;222;225;0;this;
3;0;;1;0;this;
;215;;225;0;this;
4;0;;2;0;this;
;215;;223;0;this;
5;0;0;2;1;this._hasSegments;
;215;222;223;7;this._hasSegments;
6;0;0;1;1;this._hasSegments;
;215;222;225;7;this._hasSegments;
