Number of Variables;2;
Variables:;
0;;this;
1;;this._hasSegments;

Number of Block duas;5;
Line Duas for method; resetWithShared;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;180;189;190;0;this;
2;180;189;192;0;this;
3;180;;190;0;this;
4;180;189;190;9;this._hasSegments;
5;180;189;192;9;this._hasSegments;

Block Duas for method; resetWithShared;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;0;2;0;this;
;180;189;190;0;this;
2;0;0;1;0;this;
;180;189;192;0;this;
3;0;;2;0;this;
;180;;190;0;this;
4;0;0;2;1;this._hasSegments;
;180;189;190;9;this._hasSegments;
5;0;0;1;1;this._hasSegments;
;180;189;192;9;this._hasSegments;
