Number of Variables;4;
Variables:;
0;;this;
1;;this._allocator;
2;;this._currentSegment;
3;;TEXT_BUFFER;

Number of Block duas;13;
Line Duas for method; releaseBuffers;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;137;137;138;0;this;
2;137;137;140;0;this;
3;137;140;142;0;this;
4;137;140;149;0;this;
5;137;;142;0;this;
6;137;;144;0;this;
7;137;;145;0;this;
8;137;;146;0;this;
9;137;;138;0;this;
10;137;137;138;1;this._allocator;
11;137;137;140;1;this._allocator;
12;137;;146;1;this._allocator;
13;137;140;142;2;this._currentSegment;
14;137;140;149;2;this._currentSegment;
15;137;;144;2;this._currentSegment;
16;137;;146;4;TEXT_BUFFER;

Block Duas for method; releaseBuffers;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;0;4;0;this;
;137;137;138;0;this;
2;0;0;1;0;this;
;137;137;140;0;this;
3;0;1;3;0;this;
;137;140;142;0;this;
4;0;1;2;0;this;
;137;140;149;0;this;
5;0;;3;0;this;
;137;;142;0;this;
;137;;144;0;this;
;137;;145;0;this;
;137;;146;0;this;
6;0;;4;0;this;
;137;;138;0;this;
7;0;0;4;1;this._allocator;
;137;137;138;1;this._allocator;
8;0;0;1;1;this._allocator;
;137;137;140;1;this._allocator;
9;0;;3;1;this._allocator;
;137;;146;1;this._allocator;
10;0;1;3;2;this._currentSegment;
;137;140;142;2;this._currentSegment;
11;0;1;2;2;this._currentSegment;
;137;140;149;2;this._currentSegment;
12;0;;3;2;this._currentSegment;
;137;;144;2;this._currentSegment;
13;0;;3;3;TEXT_BUFFER;
;137;;146;4;TEXT_BUFFER;
