Number of Variables;4;
Variables:;
0;;this;
1;;row;
2;;column;
3;;this.model;

Number of Block duas;13;
Line Duas for method; getValueAt;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;153;153;154;0;this;
2;153;153;156;0;this;
3;153;;160;0;this;
4;153;;157;0;this;
5;153;;160;1;row;
6;153;;157;1;row;
7;153;156;157;2;column;
8;153;156;160;2;column;
9;153;;160;2;column;
10;153;153;154;3;this.model;
11;153;153;156;3;this.model;
12;153;;160;3;this.model;
13;153;;157;3;this.model;

Block Duas for method; getValueAt;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;0;4;0;this;
;153;153;154;0;this;
2;0;0;1;0;this;
;153;153;156;0;this;
3;0;;2;0;this;
;153;;160;0;this;
4;0;;3;0;this;
;153;;157;0;this;
5;0;;2;1;row;
;153;;160;1;row;
6;0;;3;1;row;
;153;;157;1;row;
7;0;1;3;2;column;
;153;156;157;2;column;
8;0;1;2;2;column;
;153;156;160;2;column;
9;0;;2;2;column;
;153;;160;2;column;
10;0;0;4;3;this.model;
;153;153;154;3;this.model;
11;0;0;1;3;this.model;
;153;153;156;3;this.model;
12;0;;2;3;this.model;
;153;;160;3;this.model;
13;0;;3;3;this.model;
;153;;157;3;this.model;
