Number of Variables;2;
Variables:;
0;;count;
1;;n;

Number of Block duas;14;
Line Duas for method; getRelativePositionOfElement;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;542;;550;1;count;
2;542;;546;1;count;
3;543;544;545;2;n;
4;543;544;550;2;n;
5;543;545;546;2;n;
6;543;545;548;2;n;
7;543;;548;2;n;
8;546;;550;1;count;
9;546;;546;1;count;
10;548;544;545;2;n;
11;548;544;550;2;n;
12;548;545;546;2;n;
13;548;545;548;2;n;
14;548;;548;2;n;

Block Duas for method; getRelativePositionOfElement;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;;2;0;count;
;542;;550;1;count;
2;0;;5;0;count;
;542;;546;1;count;
3;0;1;3;1;n;
;543;544;545;2;n;
4;0;1;2;1;n;
;543;544;550;2;n;
5;0;3;5;1;n;
;543;545;546;2;n;
6;0;3;4;1;n;
;543;545;548;2;n;
7;0;;4;1;n;
;543;;548;2;n;
8;5;;2;0;count;
;546;;550;1;count;
9;5;;5;0;count;
;546;;546;1;count;
10;4;1;3;1;n;
;548;544;545;2;n;
11;4;1;2;1;n;
;548;544;550;2;n;
12;4;3;5;1;n;
;548;545;546;2;n;
13;4;3;4;1;n;
;548;545;548;2;n;
14;4;;4;1;n;
;548;;548;2;n;
