Number of Variables;5;
Variables:;
0;;obj;
1;;coll;
2;;count;
3;;element;
4;;element;

Number of Block duas;27;
Line Duas for method; cardinality;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;620;627;628;0;obj;
2;620;627;634;0;obj;
3;620;635;636;0;obj;
4;620;635;638;0;obj;
5;620;;624;0;obj;
6;620;621;621;0;obj;
7;620;621;621;0;obj;
8;620;620;621;1;coll;
9;620;620;623;1;coll;
10;620;623;624;1;coll;
11;620;623;626;1;coll;
12;620;;634;1;coll;
13;620;;628;1;coll;
14;620;;624;1;coll;
15;620;621;621;1;coll;
16;620;621;621;1;coll;
17;626;;640;2;count;
18;626;;636;2;count;
19;626;;630;2;count;
20;628;628;628;3;null;
21;628;628;632;3;null;
22;628;;628;3;null;
23;628;629;630;4;element;
24;628;629;632;4;element;
25;630;;640;2;count;
26;630;;630;2;count;
27;634;634;634;3;null;
28;634;634;640;3;null;
29;634;;634;3;null;
30;634;635;636;4;element;
31;634;635;638;4;element;
32;636;;640;2;count;
33;636;;636;2;count;

Block Duas for method; cardinality;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;2;9;0;obj;
;620;627;628;0;obj;
2;0;2;3;0;obj;
;620;627;634;0;obj;
3;0;6;8;0;obj;
;620;635;636;0;obj;
4;0;6;7;0;obj;
;620;635;638;0;obj;
5;0;;15;0;obj;
;620;;624;0;obj;
6;0;16;19;0;obj;
;620;621;621;0;obj;
7;0;16;17;0;obj;
;620;621;621;0;obj;
8;0;0;16;1;coll;
;620;620;621;1;coll;
9;0;0;1;1;coll;
;620;620;623;1;coll;
10;0;1;15;1;coll;
;620;623;624;1;coll;
11;0;1;2;1;coll;
;620;623;626;1;coll;
12;0;;3;1;coll;
;620;;634;1;coll;
13;0;;9;1;coll;
;620;;628;1;coll;
14;0;;15;1;coll;
;620;;624;1;coll;
15;0;16;19;1;coll;
;620;621;621;1;coll;
16;0;16;17;1;coll;
;620;621;621;1;coll;
17;2;;5;2;count;
;626;;640;2;count;
18;2;;8;2;count;
;626;;636;2;count;
19;2;;14;2;count;
;626;;630;2;count;
20;12;12;14;3;element;
;628;629;630;4;element;
21;12;12;13;3;element;
;628;629;632;4;element;
22;14;;5;2;count;
;630;;640;2;count;
23;14;;14;2;count;
;630;;630;2;count;
24;6;6;8;4;element;
;634;635;636;4;element;
25;6;6;7;4;element;
;634;635;638;4;element;
26;8;;5;2;count;
;636;;640;2;count;
27;8;;8;2;count;
;636;;636;2;count;
