Number of Variables;7;
Variables:;
0;;coll1;
1;;coll2;
2;;it;
3;;elementsAlreadySeen;
4;;nextElement;
5;;foundCurrentElement;
6;;p;

Number of Block duas;24;
Line Duas for method; containsAll;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;372;;375;0;coll1;
2;372;372;373;1;coll2;
3;372;372;375;1;coll2;
4;372;;377;1;coll2;
5;375;383;384;2;it;
6;375;383;392;2;it;
7;375;;384;2;it;
8;376;378;379;3;elementsAlreadySeen;
9;376;378;382;3;elementsAlreadySeen;
10;376;;385;3;elementsAlreadySeen;
11;377;377;377;4;null;
12;377;377;398;4;null;
13;377;;377;4;null;
14;377;378;379;5;nextElement;
15;377;378;382;5;nextElement;
16;377;386;386;5;nextElement;
17;377;386;386;5;nextElement;
18;377;386;387;5;nextElement;
19;377;386;390;5;nextElement;
20;382;392;393;6;foundCurrentElement;
21;382;392;395;6;foundCurrentElement;
22;384;386;387;7;p;
23;384;386;390;7;p;
24;384;386;386;7;p;
25;384;386;390;7;p;
26;387;392;393;6;foundCurrentElement;
27;387;392;395;6;foundCurrentElement;

Block Duas for method; containsAll;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;;1;0;coll1;
;372;;375;0;coll1;
2;0;0;17;1;coll2;
;372;372;373;1;coll2;
3;0;0;1;1;coll2;
;372;372;375;1;coll2;
4;0;;1;1;coll2;
;372;;377;1;coll2;
5;1;6;10;2;it;
;375;383;384;2;it;
6;1;6;7;2;it;
;375;383;392;2;it;
7;1;;10;2;it;
;375;;384;2;it;
8;1;4;16;3;elementsAlreadySeen;
;376;378;379;3;elementsAlreadySeen;
9;1;4;5;3;elementsAlreadySeen;
;376;378;382;3;elementsAlreadySeen;
10;1;;10;3;elementsAlreadySeen;
;376;;385;3;elementsAlreadySeen;
11;4;4;16;4;nextElement;
;377;378;379;5;nextElement;
12;4;4;5;4;nextElement;
;377;378;382;5;nextElement;
13;4;10;14;4;nextElement;
;377;386;386;5;nextElement;
14;4;10;11;4;nextElement;
;377;386;386;5;nextElement;
15;4;11;13;4;nextElement;
;377;386;387;5;nextElement;
16;4;11;12;4;nextElement;
;377;386;390;5;nextElement;
17;5;7;9;5;foundCurrentElement;
;382;392;393;6;foundCurrentElement;
18;5;7;8;5;foundCurrentElement;
;382;392;395;6;foundCurrentElement;
19;10;11;13;6;p;
;384;386;387;7;p;
20;10;11;12;6;p;
;384;386;390;7;p;
21;10;14;15;6;p;
;384;386;386;7;p;
22;10;14;12;6;p;
;384;386;390;7;p;
23;13;7;9;5;foundCurrentElement;
;387;392;393;6;foundCurrentElement;
24;13;7;8;5;foundCurrentElement;
;387;392;395;6;foundCurrentElement;
