Number of Variables;3;
Variables:;
0;;this;
1;;$SwitchMap$org$apache$commons$math3$util$ResizableDoubleArray$ExpansionMode;
2;;this.expansionMode;

Number of Block duas;9;
Line Duas for method; getExpansionMode;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;812;812;818;0;this;
2;812;812;814;0;this;
3;812;812;816;0;this;
4;812;812;818;1;$SwitchMap$org$apache$commons$math3$util$ResizableDoubleArray$ExpansionMode;
5;812;812;814;1;$SwitchMap$org$apache$commons$math3$util$ResizableDoubleArray$ExpansionMode;
6;812;812;816;1;$SwitchMap$org$apache$commons$math3$util$ResizableDoubleArray$ExpansionMode;
7;812;812;818;2;this.expansionMode;
8;812;812;814;2;this.expansionMode;
9;812;812;816;2;this.expansionMode;

Block Duas for method; getExpansionMode;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;0;3;0;this;
;812;812;818;0;this;
2;0;0;2;0;this;
;812;812;814;0;this;
3;0;0;1;0;this;
;812;812;816;0;this;
4;0;0;3;1;$SwitchMap$org$apache$commons$math3$util$ResizableDoubleArray$ExpansionMode;
;812;812;818;1;$SwitchMap$org$apache$commons$math3$util$ResizableDoubleArray$ExpansionMode;
5;0;0;2;1;$SwitchMap$org$apache$commons$math3$util$ResizableDoubleArray$ExpansionMode;
;812;812;814;1;$SwitchMap$org$apache$commons$math3$util$ResizableDoubleArray$ExpansionMode;
6;0;0;1;1;$SwitchMap$org$apache$commons$math3$util$ResizableDoubleArray$ExpansionMode;
;812;812;816;1;$SwitchMap$org$apache$commons$math3$util$ResizableDoubleArray$ExpansionMode;
7;0;0;3;2;this.expansionMode;
;812;812;818;2;this.expansionMode;
8;0;0;2;2;this.expansionMode;
;812;812;814;2;this.expansionMode;
9;0;0;1;2;this.expansionMode;
;812;812;816;2;this.expansionMode;
