Number of Variables;7;
Variables:;
0;;this;
1;;this.node;
2;;parent;
3;;children;
4;;count;
5;;i;
6;;child;

Number of Block duas;39;
Line Duas for method; getRelativePositionOfTextNode;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;698;698;699;0;this;
2;698;698;702;0;this;
3;698;;702;0;this;
4;698;714;715;0;this;
5;698;714;709;0;this;
6;698;;699;0;this;
7;698;698;699;1;this.node;
8;698;698;702;1;this.node;
9;698;;702;1;this.node;
10;698;714;715;1;this.node;
11;698;714;709;1;this.node;
12;698;;699;1;this.node;
13;699;704;705;2;parent;
14;699;704;707;2;parent;
15;699;;707;2;parent;
16;702;704;705;2;parent;
17;702;704;707;2;parent;
18;702;;707;2;parent;
19;707;709;710;3;children;
20;707;709;718;3;children;
21;707;;710;3;children;
22;708;;718;4;count;
23;708;;712;4;count;
24;709;709;710;5;i;
25;709;709;718;5;i;
26;709;;710;5;i;
27;709;;709;5;i;
28;710;711;711;6;child;
29;710;711;712;6;child;
30;710;714;715;6;child;
31;710;714;709;6;child;
32;710;711;712;6;child;
33;710;711;714;6;child;
34;712;;718;4;count;
35;712;;712;4;count;
36;709;709;710;5;i;
37;709;709;718;5;i;
38;709;;710;5;i;
39;709;;709;5;i;

Block Duas for method; getRelativePositionOfTextNode;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;0;13;0;this;
;698;698;699;0;this;
2;0;0;1;0;this;
;698;698;702;0;this;
3;0;;1;0;this;
;698;;702;0;this;
4;0;8;10;0;this;
;698;714;715;0;this;
5;0;8;9;0;this;
;698;714;709;0;this;
6;0;;13;0;this;
;698;;699;0;this;
7;0;0;13;1;this.node;
;698;698;699;1;this.node;
8;0;0;1;1;this.node;
;698;698;702;1;this.node;
9;0;;1;1;this.node;
;698;;702;1;this.node;
10;0;8;10;1;this.node;
;698;714;715;1;this.node;
11;0;8;9;1;this.node;
;698;714;709;1;this.node;
12;0;;13;1;this.node;
;698;;699;1;this.node;
13;13;2;12;2;parent;
;699;704;705;2;parent;
14;13;2;3;2;parent;
;699;704;707;2;parent;
15;13;;3;2;parent;
;699;;707;2;parent;
16;1;2;12;2;parent;
;702;704;705;2;parent;
17;1;2;3;2;parent;
;702;704;707;2;parent;
18;1;;3;2;parent;
;702;;707;2;parent;
19;3;4;6;3;children;
;707;709;710;3;children;
20;3;4;5;3;children;
;707;709;718;3;children;
21;3;;6;3;children;
;707;;710;3;children;
22;3;;5;4;count;
;708;;718;4;count;
23;3;;7;4;count;
;708;;712;4;count;
24;3;4;6;5;i;
;709;709;710;5;i;
25;3;4;5;5;i;
;709;709;718;5;i;
26;3;;6;5;i;
;709;;710;5;i;
27;3;;9;5;i;
;709;;709;5;i;
28;6;6;11;6;child;
;710;711;711;6;child;
29;6;6;7;6;child;
;710;711;712;6;child;
30;6;8;10;6;child;
;710;714;715;6;child;
31;6;8;9;6;child;
;710;714;709;6;child;
32;6;11;7;6;child;
;710;711;712;6;child;
33;6;11;8;6;child;
;710;711;714;6;child;
34;7;;5;4;count;
;712;;718;4;count;
35;7;;7;4;count;
;712;;712;4;count;
36;9;4;6;5;i;
;709;709;710;5;i;
37;9;4;5;5;i;
;709;709;718;5;i;
38;9;;6;5;i;
;709;;710;5;i;
39;9;;9;5;i;
;709;;709;5;i;
