Number of Variables;5;
Variables:;
0;;this;
1;;prefix;
2;;this.node;
3;;ns;
4;;ns;

Number of Block duas;20;
Line Duas for method; getNamespaceURI;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;114;114;115;0;this;
2;114;114;121;0;this;
3;114;121;122;0;this;
4;114;121;128;0;this;
5;114;;122;0;this;
6;114;;115;0;this;
7;114;;123;1;prefix;
8;114;;116;1;prefix;
9;114;114;115;2;this.node;
10;114;114;121;2;this.node;
11;114;121;122;2;this.node;
12;114;121;128;2;this.node;
13;114;;122;2;this.node;
14;114;;115;2;this.node;
15;116;117;118;4;ns;
16;116;117;120;4;ns;
17;116;;118;4;ns;
18;123;124;125;4;ns;
19;123;124;128;4;ns;
20;123;;125;4;ns;

Block Duas for method; getNamespaceURI;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;0;5;0;this;
;114;114;115;0;this;
2;0;0;1;0;this;
;114;114;121;0;this;
3;0;1;3;0;this;
;114;121;122;0;this;
4;0;1;2;0;this;
;114;121;128;0;this;
5;0;;3;0;this;
;114;;122;0;this;
6;0;;5;0;this;
;114;;115;0;this;
7;0;;3;1;prefix;
;114;;123;1;prefix;
8;0;;5;1;prefix;
;114;;116;1;prefix;
9;0;0;5;2;this.node;
;114;114;115;2;this.node;
10;0;0;1;2;this.node;
;114;114;121;2;this.node;
11;0;1;3;2;this.node;
;114;121;122;2;this.node;
12;0;1;2;2;this.node;
;114;121;128;2;this.node;
13;0;;3;2;this.node;
;114;;122;2;this.node;
14;0;;5;2;this.node;
;114;;115;2;this.node;
15;5;5;7;3;ns;
;116;117;118;4;ns;
16;5;5;6;3;ns;
;116;117;120;4;ns;
17;5;;7;3;ns;
;116;;118;4;ns;
18;3;3;4;4;ns;
;123;124;125;4;ns;
19;3;3;2;4;ns;
;123;124;128;4;ns;
20;3;;4;4;ns;
;123;;125;4;ns;
