Number of Variables;2;
Variables:;
0;;string;
1;;index;

Number of Block duas;22;
Line Duas for method; escape;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;627;;635;1;string;
2;627;;643;1;string;
3;627;;637;1;string;
4;627;;629;1;string;
5;627;628;629;2;index;
6;627;628;635;2;index;
7;627;;629;2;index;
8;629;;635;1;string;
9;629;;643;1;string;
10;629;;637;1;string;
11;629;;629;1;string;
12;633;628;629;2;index;
13;633;628;635;2;index;
14;633;;629;2;index;
15;635;636;637;2;index;
16;635;636;643;2;index;
17;635;;637;2;index;
18;637;;643;1;string;
19;637;;637;1;string;
20;641;636;637;2;index;
21;641;636;643;2;index;
22;641;;637;2;index;

Block Duas for method; escape;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;;2;0;string;
;627;;635;1;string;
2;0;;4;0;string;
;627;;643;1;string;
3;0;;5;0;string;
;627;;637;1;string;
4;0;;6;0;string;
;627;;629;1;string;
5;0;1;6;1;index;
;627;628;629;2;index;
6;0;1;2;1;index;
;627;628;635;2;index;
7;0;;6;1;index;
;627;;629;2;index;
8;6;;2;0;string;
;629;;635;1;string;
9;6;;4;0;string;
;629;;643;1;string;
10;6;;5;0;string;
;629;;637;1;string;
11;6;;6;0;string;
;629;;629;1;string;
12;6;1;6;1;index;
;633;628;629;2;index;
13;6;1;2;1;index;
;633;628;635;2;index;
14;6;;6;1;index;
;633;;629;2;index;
15;2;3;5;1;index;
;635;636;637;2;index;
16;2;3;4;1;index;
;635;636;643;2;index;
17;2;;5;1;index;
;635;;637;2;index;
18;5;;4;0;string;
;637;;643;1;string;
19;5;;5;0;string;
;637;;637;1;string;
20;5;3;5;1;index;
;641;636;637;2;index;
21;5;3;4;1;index;
;641;636;643;2;index;
22;5;;5;1;index;
;641;;637;2;index;
