Number of Variables;3;
Variables:;
0;;this;
1;;this.type;
2;;this.comment;

Number of Block duas;9;
Line Duas for method; toString;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;445;445;446;0;this;
2;445;445;448;0;this;
3;445;;448;0;this;
4;445;;446;0;this;
5;445;445;446;1;this.type;
6;445;445;448;1;this.type;
7;445;;448;1;this.type;
8;445;;448;2;this.comment;
9;445;;446;2;this.comment;

Block Duas for method; toString;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;0;2;0;this;
;445;445;446;0;this;
2;0;0;1;0;this;
;445;445;448;0;this;
3;0;;1;0;this;
;445;;448;0;this;
4;0;;2;0;this;
;445;;446;0;this;
5;0;0;2;1;this.type;
;445;445;446;1;this.type;
6;0;0;1;1;this.type;
;445;445;448;1;this.type;
7;0;;1;1;this.type;
;445;;448;1;this.type;
8;0;;1;2;this.comment;
;445;;448;2;this.comment;
9;0;;2;2;this.comment;
;445;;446;2;this.comment;
