Number of Variables;6;
Variables:;
0;;parents;
1;;children;
2;;i$;
3;;c;
4;;i$;
5;;p;

Number of Block duas;16;
Line Duas for method; filterForChildren;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;252;;254;0;parents;
2;252;;261;2;children;
3;252;;256;2;children;
4;253;253;253;3;i$;
5;253;253;261;3;i$;
6;253;;253;3;i$;
7;253;255;255;4;c;
8;253;255;259;4;c;
9;253;255;256;4;c;
10;253;255;259;4;c;
11;253;;256;4;c;
12;254;254;254;5;i$;
13;254;254;260;5;i$;
14;254;;254;5;i$;
15;254;255;256;6;p;
16;254;255;259;6;p;

Block Duas for method; filterForChildren;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;;3;0;parents;
;252;;254;0;parents;
2;0;;2;1;children;
;252;;261;2;children;
3;0;;9;1;children;
;252;;256;2;children;
4;0;1;3;2;i$;
;253;253;253;3;i$;
5;0;1;2;2;i$;
;253;253;261;3;i$;
6;0;;3;2;i$;
;253;;253;3;i$;
7;3;6;8;3;c;
;253;255;255;4;c;
8;3;6;7;3;c;
;253;255;259;4;c;
9;3;8;9;3;c;
;253;255;256;4;c;
10;3;8;7;3;c;
;253;255;259;4;c;
11;3;;9;3;c;
;253;;256;4;c;
12;3;4;6;4;i$;
;254;254;254;5;i$;
13;3;4;5;4;i$;
;254;254;260;5;i$;
14;3;;6;4;i$;
;254;;254;5;i$;
15;6;8;9;5;p;
;254;255;256;6;p;
16;6;8;7;5;p;
;254;255;259;6;p;
