Number of Variables;5;
Variables:;
0;;this;
1;;out;
2;;this._inputPtr;
3;;this._inputBuffer;
4;;count;

Number of Block duas;7;
Line Duas for method; releaseBuffered;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;141;;146;0;this;
2;141;;147;0;this;
3;141;;147;1;out;
4;141;;146;4;this._inputPtr;
5;141;;147;6;this._inputBuffer;
6;141;142;143;2;count;
7;141;142;146;2;count;
8;141;;147;2;count;
9;141;;148;2;count;

Block Duas for method; releaseBuffered;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;;1;0;this;
;141;;146;0;this;
;141;;147;0;this;
2;0;;1;1;out;
;141;;147;1;out;
3;0;;1;2;this._inputPtr;
;141;;146;4;this._inputPtr;
4;0;;1;3;this._inputBuffer;
;141;;147;6;this._inputBuffer;
5;0;0;2;4;count;
;141;142;143;2;count;
6;0;0;1;4;count;
;141;142;146;2;count;
7;0;;1;4;count;
;141;;147;2;count;
;141;;148;2;count;
