Number of Variables;5;
Variables:;
0;;this;
1;;this._inputEnd;
2;;this._inputPtr;
3;;this._inputBuffer;
4;;this._currInputRow;

Number of Block duas;20;
Line Duas for method; _skipCR;
Number;Def Line; Origin Line; Use Line; Var Id; Var Name;
1;2972;2972;2972;0;this;
2;2972;2972;2973;0;this;
3;2972;2973;2974;0;this;
4;2972;2973;2977;0;this;
5;2972;;2977;0;this;
6;2972;;2978;0;this;
7;2972;;2974;0;this;
8;2972;2972;2973;0;this;
9;2972;2972;2977;0;this;
10;2972;2972;2972;1;this._inputEnd;
11;2972;2972;2973;1;this._inputEnd;
12;2972;2972;2972;2;this._inputPtr;
13;2972;2972;2973;2;this._inputPtr;
14;2972;2973;2974;2;this._inputPtr;
15;2972;2973;2977;2;this._inputPtr;
16;2972;;2978;2;this._inputPtr;
17;2972;;2974;2;this._inputPtr;
18;2972;2973;2974;3;this._inputBuffer;
19;2972;2973;2977;3;this._inputBuffer;
20;2972;;2977;4;this._currInputRow;
21;2974;;2978;2;this._inputPtr;

Block Duas for method; _skipCR;
Number;Def Block; Origin Block; Use Block; Var Id; Var Name;
1;0;0;4;0;this;
;2972;2972;2972;0;this;
2;0;0;1;0;this;
;2972;2972;2973;0;this;
3;0;1;3;0;this;
;2972;2973;2974;0;this;
4;0;1;2;0;this;
;2972;2973;2977;0;this;
5;0;;2;0;this;
;2972;;2977;0;this;
;2972;;2978;0;this;
6;0;;3;0;this;
;2972;;2974;0;this;
7;0;4;1;0;this;
;2972;2972;2973;0;this;
8;0;4;2;0;this;
;2972;2972;2977;0;this;
9;0;0;4;1;this._inputEnd;
;2972;2972;2972;1;this._inputEnd;
10;0;0;1;1;this._inputEnd;
;2972;2972;2973;1;this._inputEnd;
11;0;0;4;2;this._inputPtr;
;2972;2972;2972;2;this._inputPtr;
12;0;0;1;2;this._inputPtr;
;2972;2972;2973;2;this._inputPtr;
13;0;1;3;2;this._inputPtr;
;2972;2973;2974;2;this._inputPtr;
14;0;1;2;2;this._inputPtr;
;2972;2973;2977;2;this._inputPtr;
15;0;;2;2;this._inputPtr;
;2972;;2978;2;this._inputPtr;
16;0;;3;2;this._inputPtr;
;2972;;2974;2;this._inputPtr;
17;0;1;3;3;this._inputBuffer;
;2972;2973;2974;3;this._inputBuffer;
18;0;1;2;3;this._inputBuffer;
;2972;2973;2977;3;this._inputBuffer;
19;0;;2;4;this._currInputRow;
;2972;;2977;4;this._currInputRow;
20;3;;2;2;this._inputPtr;
;2974;;2978;2;this._inputPtr;
